expenseName,expenseCategory
Groww ETF investment,Investment
Fixed deposit investment,Investment
Dominos pizza order,Food
Petrol pump fuel payment,Travel
Groww ETF investment,Investment
IKEA furniture shopping,Shopping
Fixed deposit investment,Investment
Grocery purchase at Big Bazaar,Food
Zerodha stock purchase,Investment
Credit card EMI installment,EMI
Dominos pizza order,Food
Groww ETF investment,Investment
IRCTC train ticket booking,Travel
IndiGo flight ticket,Travel
Ola cab fare,Travel
Credit card EMI installment,EMI
PPF contribution,Investment
Zomato dinner bill,Food
Uber ride payment,Travel
Personal loan EMI deduction,EMI
Dominos pizza order,Food
Swiggy order payment,Food
Restaurant dining at,Food
Cafe coffee purchase at,Food
Cafe coffee purchase at,Food
Ola cab fare,Travel
Amazon online shopping,Shopping
IKEA furniture shopping,Shopping
Zomato dinner bill,Food
Bajaj Finserv EMI payment,EMI
Zerodha stock purchase,Investment
Ola cab fare,Travel
IRCTC train ticket booking,Travel
Personal loan EMI deduction,EMI
Myntra clothing order,Shopping
Restaurant dining at,Food
Zerodha stock purchase,Investment
IRCTC train ticket booking,Travel
Bajaj Finserv EMI payment,EMI
Amazon online shopping,Shopping
Dominos pizza order,Food
IRCTC train ticket booking,Travel
Bajaj Finserv EMI payment,EMI
Grocery purchase at Big Bazaar,Food
PPF contribution,Investment
Groww ETF investment,Investment
IRCTC train ticket booking,Travel
IndiGo flight ticket,Travel
SIP investment in mutual fund,Investment
McDonald's meal payment,Food
PPF contribution,Investment
Credit card EMI installment,EMI
McDonald's meal payment,Food
Personal loan EMI deduction,EMI
Fixed deposit investment,Investment
Myntra clothing order,Shopping
McDonald's meal payment,Food
MakeMyTrip hotel booking,Travel
Uber ride payment,Travel
Bajaj Finserv EMI payment,EMI
Zomato dinner bill,Food
RedBus bus ticket,Travel
Groww ETF investment,Investment
IRCTC train ticket booking,Travel
Myntra clothing order,Shopping
Uber ride payment,Travel
IndiGo flight ticket,Travel
Flipkart electronics purchase,Shopping
Grocery purchase at Big Bazaar,Food
Uber ride payment,Travel
IRCTC train ticket booking,Travel
Uber ride payment,Travel
Fixed deposit investment,Investment
Restaurant dining at,Food
Amazon online shopping,Shopping
Reliance Digital purchase,Shopping
PPF contribution,Investment
Ola cab fare,Travel
Bajaj Finserv EMI payment,EMI
Zerodha stock purchase,Investment
Petrol pump fuel payment,Travel
SBI car loan EMI,EMI
Zerodha stock purchase,Investment
SBI car loan EMI,EMI
IRCTC train ticket booking,Travel
SIP investment in mutual fund,Investment
RedBus bus ticket,Travel
Zerodha stock purchase,Investment
Fixed deposit investment,Investment
Grocery purchase at Big Bazaar,Food
SBI car loan EMI,EMI
Personal loan EMI deduction,EMI
Amazon online shopping,Shopping
IKEA furniture shopping,Shopping
Groww ETF investment,Investment
Amazon online shopping,Shopping
SBI car loan EMI,EMI
Credit card EMI installment,EMI
Personal loan EMI deduction,EMI
HDFC home loan EMI,EMI
IndiGo flight ticket,Travel
Bajaj Finserv EMI payment,EMI
Bajaj Finserv EMI payment,EMI
Personal loan EMI deduction,EMI
IRCTC train ticket booking,Travel
Zerodha stock purchase,Investment
SIP investment in mutual fund,Investment
Zomato dinner bill,Food
Groww ETF investment,Investment
PPF contribution,Investment
SIP investment in mutual fund,Investment
Reliance Digital purchase,Shopping
McDonald's meal payment,Food
Uber ride payment,Travel
RedBus bus ticket,Travel
MakeMyTrip hotel booking,Travel
Personal loan EMI deduction,EMI
Flipkart electronics purchase,Shopping
Grocery purchase at Big Bazaar,Food
IndiGo flight ticket,Travel
RedBus bus ticket,Travel
Restaurant dining at,Food
Cafe coffee purchase at,Food
McDonald's meal payment,Food
Swiggy order payment,Food
PPF contribution,Investment
Personal loan EMI deduction,EMI
HDFC home loan EMI,EMI
Groww ETF investment,Investment
Flipkart electronics purchase,Shopping
McDonald's meal payment,Food
HDFC home loan EMI,EMI
IKEA furniture shopping,Shopping
Groww ETF investment,Investment
SIP investment in mutual fund,Investment
Ola cab fare,Travel
Groww ETF investment,Investment
Uber ride payment,Travel
Groww ETF investment,Investment
Flipkart electronics purchase,Shopping
McDonald's meal payment,Food
IndiGo flight ticket,Travel
PPF contribution,Investment
Reliance Digital purchase,Shopping
Groww ETF investment,Investment
PPF contribution,Investment
Myntra clothing order,Shopping
MakeMyTrip hotel booking,Travel
IndiGo flight ticket,Travel
Amazon online shopping,Shopping
SIP investment in mutual fund,Investment
Groww ETF investment,Investment
MakeMyTrip hotel booking,Travel
Petrol pump fuel payment,Travel
Amazon online shopping,Shopping
Grocery purchase at Big Bazaar,Food
PPF contribution,Investment
Myntra clothing order,Shopping
Amazon online shopping,Shopping
Swiggy order payment,Food
Zerodha stock purchase,Investment
SIP investment in mutual fund,Investment
Bajaj Finserv EMI payment,EMI
PPF contribution,Investment
Bajaj Finserv EMI payment,EMI
Ola cab fare,Travel
Myntra clothing order,Shopping
Cafe coffee purchase at,Food
Cafe coffee purchase at,Food
MakeMyTrip hotel booking,Travel
Fixed deposit investment,Investment
Personal loan EMI deduction,EMI
Myntra clothing order,Shopping
Groww ETF investment,Investment
Uber ride payment,Travel
Dominos pizza order,Food
Zomato dinner bill,Food
MakeMyTrip hotel booking,Travel
Flipkart electronics purchase,Shopping
Zerodha stock purchase,Investment
Swiggy order payment,Food
MakeMyTrip hotel booking,Travel
PPF contribution,Investment
Fixed deposit investment,Investment
Personal loan EMI deduction,EMI
SIP investment in mutual fund,Investment
Dominos pizza order,Food
PPF contribution,Investment
IKEA furniture shopping,Shopping
HDFC home loan EMI,EMI
Fixed deposit investment,Investment
Reliance Digital purchase,Shopping
Grocery purchase at Big Bazaar,Food
Myntra clothing order,Shopping
Credit card EMI installment,EMI
Cafe coffee purchase at,Food
Credit card EMI installment,EMI
Zomato dinner bill,Food
IndiGo flight ticket,Travel
Petrol pump fuel payment,Travel
Personal loan EMI deduction,EMI
Zerodha stock purchase,Investment
PPF contribution,Investment
Credit card EMI installment,EMI
Petrol pump fuel payment,Travel
Dominos pizza order,Food
Ola cab fare,Travel
SIP investment in mutual fund,Investment
Groww ETF investment,Investment
Amazon online shopping,Shopping
Bajaj Finserv EMI payment,EMI
Ola cab fare,Travel
Amazon online shopping,Shopping
Credit card EMI installment,EMI
Uber ride payment,Travel
Groww ETF investment,Investment
HDFC home loan EMI,EMI
Myntra clothing order,Shopping
IKEA furniture shopping,Shopping
Cafe coffee purchase at,Food
Swiggy order payment,Food
Amazon online shopping,Shopping
Grocery purchase at Big Bazaar,Food
McDonald's meal payment,Food
SBI car loan EMI,EMI
Fixed deposit investment,Investment
Zomato dinner bill,Food
SBI car loan EMI,EMI
IndiGo flight ticket,Travel
Zomato dinner bill,Food
Groww ETF investment,Investment
Uber ride payment,Travel
Groww ETF investment,Investment
Ola cab fare,Travel
Reliance Digital purchase,Shopping
RedBus bus ticket,Travel
PPF contribution,Investment
Myntra clothing order,Shopping
Zerodha stock purchase,Investment
Amazon online shopping,Shopping
Credit card EMI installment,EMI
IndiGo flight ticket,Travel
Dominos pizza order,Food
Petrol pump fuel payment,Travel
Myntra clothing order,Shopping
Myntra clothing order,Shopping
Bajaj Finserv EMI payment,EMI
Personal loan EMI deduction,EMI
MakeMyTrip hotel booking,Travel
Petrol pump fuel payment,Travel
Reliance Digital purchase,Shopping
Zerodha stock purchase,Investment
Swiggy order payment,Food
Zerodha stock purchase,Investment
Myntra clothing order,Shopping
IKEA furniture shopping,Shopping
SBI car loan EMI,EMI
IKEA furniture shopping,Shopping
Credit card EMI installment,EMI
Dominos pizza order,Food
Bajaj Finserv EMI payment,EMI
HDFC home loan EMI,EMI
Cafe coffee purchase at,Food
Cafe coffee purchase at,Food
RedBus bus ticket,Travel
IKEA furniture shopping,Shopping
IKEA furniture shopping,Shopping
Bajaj Finserv EMI payment,EMI
Flipkart electronics purchase,Shopping
Flipkart electronics purchase,Shopping
IKEA furniture shopping,Shopping
Credit card EMI installment,EMI
PPF contribution,Investment
Cafe coffee purchase at,Food
Zerodha stock purchase,Investment
Personal loan EMI deduction,EMI
IKEA furniture shopping,Shopping
Personal loan EMI deduction,EMI
PPF contribution,Investment
PPF contribution,Investment
Petrol pump fuel payment,Travel
Zerodha stock purchase,Investment
IKEA furniture shopping,Shopping
IndiGo flight ticket,Travel
Petrol pump fuel payment,Travel
Grocery purchase at Big Bazaar,Food
Swiggy order payment,Food
HDFC home loan EMI,EMI
Restaurant dining at,Food
Bajaj Finserv EMI payment,EMI
McDonald's meal payment,Food
Reliance Digital purchase,Shopping
Bajaj Finserv EMI payment,EMI
SIP investment in mutual fund,Investment
HDFC home loan EMI,EMI
PPF contribution,Investment
Reliance Digital purchase,Shopping
PPF contribution,Investment
Flipkart electronics purchase,Shopping
Reliance Digital purchase,Shopping
Zerodha stock purchase,Investment
HDFC home loan EMI,EMI
Reliance Digital purchase,Shopping
Groww ETF investment,Investment
Groww ETF investment,Investment
MakeMyTrip hotel booking,Travel
Personal loan EMI deduction,EMI
Amazon online shopping,Shopping
IKEA furniture shopping,Shopping
Grocery purchase at Big Bazaar,Food
Fixed deposit investment,Investment
Dominos pizza order,Food
Uber ride payment,Travel
Ola cab fare,Travel
Reliance Digital purchase,Shopping
IKEA furniture shopping,Shopping
Amazon online shopping,Shopping
Restaurant dining at,Food
SIP investment in mutual fund,Investment
Credit card EMI installment,EMI
Swiggy order payment,Food
SBI car loan EMI,EMI
Zomato dinner bill,Food
Zerodha stock purchase,Investment
SBI car loan EMI,EMI
Restaurant dining at,Food
SBI car loan EMI,EMI
Bajaj Finserv EMI payment,EMI
Swiggy order payment,Food
IKEA furniture shopping,Shopping
IKEA furniture shopping,Shopping
Restaurant dining at,Food
Fixed deposit investment,Investment
SIP investment in mutual fund,Investment
Uber ride payment,Travel
Amazon online shopping,Shopping
Flipkart electronics purchase,Shopping
PPF contribution,Investment
Flipkart electronics purchase,Shopping
IRCTC train ticket booking,Travel
RedBus bus ticket,Travel
Fixed deposit investment,Investment
McDonald's meal payment,Food
Myntra clothing order,Shopping
Uber ride payment,Travel
Groww ETF investment,Investment
Groww ETF investment,Investment
Petrol pump fuel payment,Travel
HDFC home loan EMI,EMI
IKEA furniture shopping,Shopping
Cafe coffee purchase at,Food
MakeMyTrip hotel booking,Travel
Credit card EMI installment,EMI
Myntra clothing order,Shopping
Bajaj Finserv EMI payment,EMI
Groww ETF investment,Investment
Bajaj Finserv EMI payment,EMI
Myntra clothing order,Shopping
MakeMyTrip hotel booking,Travel
Reliance Digital purchase,Shopping
Dominos pizza order,Food
Reliance Digital purchase,Shopping
Amazon online shopping,Shopping
Grocery purchase at Big Bazaar,Food
SIP investment in mutual fund,Investment
Fixed deposit investment,Investment
RedBus bus ticket,Travel
Swiggy order payment,Food
IndiGo flight ticket,Travel
McDonald's meal payment,Food
SBI car loan EMI,EMI
Myntra clothing order,Shopping
Ola cab fare,Travel
HDFC home loan EMI,EMI
Flipkart electronics purchase,Shopping
SIP investment in mutual fund,Investment
IKEA furniture shopping,Shopping
Flipkart electronics purchase,Shopping
IKEA furniture shopping,Shopping
Grocery purchase at Big Bazaar,Food
Zomato dinner bill,Food
Flipkart electronics purchase,Shopping
SBI car loan EMI,EMI
Dominos pizza order,Food
Myntra clothing order,Shopping
SIP investment in mutual fund,Investment
McDonald's meal payment,Food
PPF contribution,Investment
Reliance Digital purchase,Shopping
Amazon online shopping,Shopping
Uber ride payment,Travel
Fixed deposit investment,Investment
Cafe coffee purchase at,Food
Grocery purchase at Big Bazaar,Food
MakeMyTrip hotel booking,Travel
Zomato dinner bill,Food
Bajaj Finserv EMI payment,EMI
Swiggy order payment,Food
Grocery purchase at Big Bazaar,Food
Bajaj Finserv EMI payment,EMI
Zerodha stock purchase,Investment
McDonald's meal payment,Food
Uber ride payment,Travel
Reliance Digital purchase,Shopping
Fixed deposit investment,Investment
Swiggy order payment,Food
McDonald's meal payment,Food
SIP investment in mutual fund,Investment
SIP investment in mutual fund,Investment
Grocery purchase at Big Bazaar,Food
PPF contribution,Investment
Zerodha stock purchase,Investment
Amazon online shopping,Shopping
PPF contribution,Investment
Amazon online shopping,Shopping
Cafe coffee purchase at,Food
Flipkart electronics purchase,Shopping
Grocery purchase at Big Bazaar,Food
Flipkart electronics purchase,Shopping
MakeMyTrip hotel booking,Travel
Credit card EMI installment,EMI
Reliance Digital purchase,Shopping
RedBus bus ticket,Travel
IRCTC train ticket booking,Travel
Myntra clothing order,Shopping
Flipkart electronics purchase,Shopping
Personal loan EMI deduction,EMI
HDFC home loan EMI,EMI
Uber ride payment,Travel
Amazon online shopping,Shopping
Ola cab fare,Travel
RedBus bus ticket,Travel
MakeMyTrip hotel booking,Travel
Fixed deposit investment,Investment
IKEA furniture shopping,Shopping
Myntra clothing order,Shopping
Uber ride payment,Travel
Cafe coffee purchase at,Food
Dominos pizza order,Food
IndiGo flight ticket,Travel
IndiGo flight ticket,Travel
Credit card EMI installment,EMI
RedBus bus ticket,Travel
HDFC home loan EMI,EMI
Grocery purchase at Big Bazaar,Food
Credit card EMI installment,EMI
Myntra clothing order,Shopping
Zomato dinner bill,Food
Ola cab fare,Travel
IRCTC train ticket booking,Travel
Ola cab fare,Travel
RedBus bus ticket,Travel
Swiggy order payment,Food
IndiGo flight ticket,Travel
Restaurant dining at,Food
Credit card EMI installment,EMI
SBI car loan EMI,EMI
Reliance Digital purchase,Shopping
Swiggy order payment,Food
RedBus bus ticket,Travel
Reliance Digital purchase,Shopping
Personal loan EMI deduction,EMI
Uber ride payment,Travel
Flipkart electronics purchase,Shopping
SBI car loan EMI,EMI
Dominos pizza order,Food
RedBus bus ticket,Travel
Reliance Digital purchase,Shopping
McDonald's meal payment,Food
Amazon online shopping,Shopping
Fixed deposit investment,Investment
Reliance Digital purchase,Shopping
Personal loan EMI deduction,EMI
PPF contribution,Investment
Fixed deposit investment,Investment
Ola cab fare,Travel
Zerodha stock purchase,Investment
Credit card EMI installment,EMI
Flipkart electronics purchase,Shopping
Bajaj Finserv EMI payment,EMI
RedBus bus ticket,Travel
Fixed deposit investment,Investment
Amazon online shopping,Shopping
Myntra clothing order,Shopping
PPF contribution,Investment
Groww ETF investment,Investment
Zomato dinner bill,Food
HDFC home loan EMI,EMI
Restaurant dining at,Food
IKEA furniture shopping,Shopping
SBI car loan EMI,EMI
Restaurant dining at,Food
IRCTC train ticket booking,Travel
Bajaj Finserv EMI payment,EMI
SBI car loan EMI,EMI
RedBus bus ticket,Travel
Myntra clothing order,Shopping
Bajaj Finserv EMI payment,EMI
PPF contribution,Investment
Cafe coffee purchase at,Food
RedBus bus ticket,Travel
MakeMyTrip hotel booking,Travel
Zerodha stock purchase,Investment
Reliance Digital purchase,Shopping
Groww ETF investment,Investment
SBI car loan EMI,EMI
Zerodha stock purchase,Investment
Amazon online shopping,Shopping
Flipkart electronics purchase,Shopping
Cafe coffee purchase at,Food
Bajaj Finserv EMI payment,EMI
PPF contribution,Investment
Myntra clothing order,Shopping
Grocery purchase at Big Bazaar,Food
Ola cab fare,Travel
Personal loan EMI deduction,EMI
IKEA furniture shopping,Shopping
PPF contribution,Investment
SIP investment in mutual fund,Investment
IndiGo flight ticket,Travel
Reliance Digital purchase,Shopping
